idx,total,fname,family,gate_set,opt,qbits,strategy,noise,comm_multiplier,primitive,parts,orig_line
431,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,teleportation,4,"Experiment 431/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, teleportation, parts=4"
432,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,teleportation,6,"Experiment 432/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, teleportation, parts=6"
433,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,teleportation,8,"Experiment 433/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, teleportation, parts=8"
434,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.0,teleportation,10,"Experiment 434/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.0x, teleportation, parts=10"
435,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,cat,2,"Experiment 435/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, cat, parts=2"
436,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,cat,4,"Experiment 436/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, cat, parts=4"
437,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,cat,6,"Experiment 437/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, cat, parts=6"
438,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,cat,8,"Experiment 438/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, cat, parts=8"
439,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,cat,10,"Experiment 439/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, cat, parts=10"
440,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,teleportation,2,"Experiment 440/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, teleportation, parts=2"
441,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,teleportation,4,"Experiment 441/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, teleportation, parts=4"
442,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,teleportation,6,"Experiment 442/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, teleportation, parts=6"
443,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,teleportation,8,"Experiment 443/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, teleportation, parts=8"
444,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.05,teleportation,10,"Experiment 444/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.05x, teleportation, parts=10"
445,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,cat,2,"Experiment 445/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, cat, parts=2"
446,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,cat,4,"Experiment 446/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, cat, parts=4"
447,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,cat,6,"Experiment 447/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, cat, parts=6"
448,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,cat,8,"Experiment 448/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, cat, parts=8"
449,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,cat,10,"Experiment 449/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, cat, parts=10"
450,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,teleportation,2,"Experiment 450/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, teleportation, parts=2"
451,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,teleportation,4,"Experiment 451/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, teleportation, parts=4"
452,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,teleportation,6,"Experiment 452/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, teleportation, parts=6"
453,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,teleportation,8,"Experiment 453/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, teleportation, parts=8"
454,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.1,teleportation,10,"Experiment 454/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.1x, teleportation, parts=10"
455,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,cat,2,"Experiment 455/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, cat, parts=2"
456,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,cat,4,"Experiment 456/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, cat, parts=4"
457,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,cat,6,"Experiment 457/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, cat, parts=6"
458,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,cat,8,"Experiment 458/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, cat, parts=8"
459,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,cat,10,"Experiment 459/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, cat, parts=10"
460,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,teleportation,2,"Experiment 460/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, teleportation, parts=2"
461,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,teleportation,4,"Experiment 461/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, teleportation, parts=4"
462,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,teleportation,6,"Experiment 462/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, teleportation, parts=6"
463,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,teleportation,8,"Experiment 463/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, teleportation, parts=8"
464,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,global,0.02,1.2,teleportation,10,"Experiment 464/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), global, noise=0.02, comm=1.2x, teleportation, parts=10"
465,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,cat,2,"Experiment 465/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, cat, parts=2"
466,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,cat,4,"Experiment 466/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, cat, parts=4"
467,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,cat,6,"Experiment 467/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, cat, parts=6"
468,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,cat,8,"Experiment 468/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, cat, parts=8"
469,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,cat,10,"Experiment 469/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, cat, parts=10"
470,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,teleportation,2,"Experiment 470/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, teleportation, parts=2"
471,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,teleportation,4,"Experiment 471/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, teleportation, parts=4"
472,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,teleportation,6,"Experiment 472/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, teleportation, parts=6"
473,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,teleportation,8,"Experiment 473/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, teleportation, parts=8"
474,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.0,teleportation,10,"Experiment 474/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.0x, teleportation, parts=10"
475,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,cat,2,"Experiment 475/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, cat, parts=2"
476,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,cat,4,"Experiment 476/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, cat, parts=4"
477,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,cat,6,"Experiment 477/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, cat, parts=6"
478,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,cat,8,"Experiment 478/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, cat, parts=8"
479,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,cat,10,"Experiment 479/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, cat, parts=10"
480,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,teleportation,2,"Experiment 480/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, teleportation, parts=2"
481,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,teleportation,4,"Experiment 481/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, teleportation, parts=4"
482,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,teleportation,6,"Experiment 482/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, teleportation, parts=6"
483,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,teleportation,8,"Experiment 483/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, teleportation, parts=8"
484,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.05,teleportation,10,"Experiment 484/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.05x, teleportation, parts=10"
485,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,cat,2,"Experiment 485/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, cat, parts=2"
486,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,cat,4,"Experiment 486/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, cat, parts=4"
487,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,cat,6,"Experiment 487/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, cat, parts=6"
488,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,cat,8,"Experiment 488/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, cat, parts=8"
489,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,cat,10,"Experiment 489/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, cat, parts=10"
490,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,teleportation,2,"Experiment 490/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, teleportation, parts=2"
491,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,teleportation,4,"Experiment 491/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, teleportation, parts=4"
492,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,teleportation,6,"Experiment 492/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, teleportation, parts=6"
493,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,teleportation,8,"Experiment 493/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, teleportation, parts=8"
494,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.1,teleportation,10,"Experiment 494/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.1x, teleportation, parts=10"
495,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,cat,2,"Experiment 495/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, cat, parts=2"
496,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,cat,4,"Experiment 496/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, cat, parts=4"
497,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,cat,6,"Experiment 497/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, cat, parts=6"
498,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,cat,8,"Experiment 498/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, cat, parts=8"
499,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,cat,10,"Experiment 499/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, cat, parts=10"
500,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,teleportation,2,"Experiment 500/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, teleportation, parts=2"
501,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,teleportation,4,"Experiment 501/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, teleportation, parts=4"
502,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,teleportation,6,"Experiment 502/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, teleportation, parts=6"
503,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,teleportation,8,"Experiment 503/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, teleportation, parts=8"
504,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.01,1.2,teleportation,10,"Experiment 504/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.01, comm=1.2x, teleportation, parts=10"
505,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,cat,2,"Experiment 505/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, cat, parts=2"
506,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,cat,4,"Experiment 506/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, cat, parts=4"
507,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,cat,6,"Experiment 507/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, cat, parts=6"
508,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,cat,8,"Experiment 508/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, cat, parts=8"
509,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,cat,10,"Experiment 509/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, cat, parts=10"
510,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,teleportation,2,"Experiment 510/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, teleportation, parts=2"
511,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,teleportation,4,"Experiment 511/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, teleportation, parts=4"
512,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,teleportation,6,"Experiment 512/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, teleportation, parts=6"
513,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,teleportation,8,"Experiment 513/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, teleportation, parts=8"
514,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.0,teleportation,10,"Experiment 514/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.0x, teleportation, parts=10"
515,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.05,cat,2,"Experiment 515/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.05x, cat, parts=2"
516,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.05,cat,4,"Experiment 516/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.05x, cat, parts=4"
517,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.05,cat,6,"Experiment 517/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.05x, cat, parts=6"
518,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.05,cat,8,"Experiment 518/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.05x, cat, parts=8"
519,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.05,cat,10,"Experiment 519/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.05x, cat, parts=10"
520,26240,qpeinexact_nativegates_ibm_opt0_18q,qpeinexact,nativegates_ibm_opt0,opt0,18,local,0.02,1.05,teleportation,2,"Experiment 520/26240: qpeinexact_nativegates_ibm_opt0_18q (18q), local, noise=0.02, comm=1.05x, teleportation, parts=2"
